"地域","系统","实例规格","按量目录价","包月目录价","按量折扣价","包月折扣价","1年付总价","包周价格","按量月价(30天)","3年付总价","5年付总价","架构","处理器","vCPUs","内存(GiB)","处理器主频/睿频","内网收发包","内网带宽","GPU/FPGA"
"德国 (法兰克福)","linux","ecs.g9i.4xlarge","5.5328","3186.89","5.5328","3186.89","29064.46","892.33","3983.62","55069.51","61188.34","x86","Intel(R) Xeon(R) 6982P-C",16,64,3.6,3000000,12288000,""
"德国 (法兰克福)","linux","ecs.hfg9i.4xlarge","6.3208","3640.8","6.3208","3640.8","33204.08","1019.42","4550.98","62913.0","69903.33","x86","Intel(R) Xeon(R) 6982P-C",16,64,3.8,3000000,16384000,""
"德国 (法兰克福)","linux","ecs.r9a.4xlarge","7.9796","3829.11","7.9796","3829.11","34921.48","1072.15","5745.31","66167.0","73518.89","x86","AMD EPYC 9T25 128-Core",16,128,4.1,3000000,12288000,""
"德国 (法兰克福)","linux","ecs.i5.4xlarge","11.1856","5372.53","11.1856","5372.53","64470.36","1504.31","8053.63","193411.08","322351.8","x86","Intel(R) Xeon(R) 6982P-C",16,128,3.8,7000000,40960000,""
"德国 (法兰克福)","linux","ecs.hfr9i.4xlarge","8.3265","4750.95","8.3265","4750.95","43328.69","1330.27","5995.08","82096.48","91218.31","x86","Intel(R) Xeon(R) 6982P-C",16,128,3.8,3000000,16384000,""
"德国 (法兰克福)","linux","ecs.r9ae.4xlarge","8.465","4514.64","8.465","4514.64","41173.54","1264.1","6094.80","78013.03","86681.14","x86","AMD EPYC 9T95 192-Core",16,128,3.7,3200000,10240000,""
"德国 (法兰克福)","linux","ecs.i5e.4xlarge","11.7068","5619.71","11.7068","5619.71","67436.52","1573.52","8428.90","202309.56","337182.6","x86","Intel(R) Xeon(R) 6763P-C",16,128,3.6,7000000,40960000,""
"德国 (法兰克福)","linux","ecs.r9i.4xlarge","7.2884","4158.64","7.2884","4158.64","37926.83","1164.42","5247.65","71861.37","79845.96","x86","Intel(R) Xeon(R) 6982P-C",16,128,3.6,3000000,12288000,""
"德国 (法兰克福)","linux","ecs.hfc9i.6xlarge","7.9314","4564.67","7.9314","4564.67","41629.81","1278.11","5710.61","78877.53","87641.7","x86","Intel(R) Xeon(R) 6982P-C",24,48,3.8,4500000,18432000,""
"德国 (法兰克福)","linux","ecs.c9i.6xlarge","6.9426","3995.59","6.9426","3995.59","36439.74","1118.76","4998.67","69043.73","76715.25","x86","Intel(R) Xeon(R) 6982P-C",24,48,3.6,4500000,15360000,""
"德国 (法兰克福)","linux","ecs.hfg9i.6xlarge","9.4812","5461.2","9.4812","5461.2","49806.12","1529.14","6826.46","94369.5","104855.0","x86","Intel(R) Xeon(R) 6982P-C",24,96,3.8,4500000,18432000,""
"德国 (法兰克福)","linux","ecs.g9i.6xlarge","8.2992","4780.34","8.2992","4780.34","43596.69","1338.49","5975.42","82604.26","91782.51","x86","Intel(R) Xeon(R) 6982P-C",24,96,3.6,4500000,15360000,""
"德国 (法兰克福)","linux","ecs.hfr9i.6xlarge","12.4897","7126.43","12.4897","7126.43","64993.05","1995.4","8992.58","123144.72","136827.47","x86","Intel(R) Xeon(R) 6982P-C",24,192,3.8,4500000,18432000,""
"德国 (法兰克福)","linux","ecs.r9i.6xlarge","10.9326","6237.97","10.9326","6237.97","56890.25","1746.63","7871.47","107792.05","119768.95","x86","Intel(R) Xeon(R) 6982P-C",24,192,3.6,4500000,15360000,""
"德国 (法兰克福)","linux","ecs.c9ae.8xlarge","10.842","5782.38","10.842","5782.38","52735.27","1619.07","7806.24","99919.45","111021.62","x86","AMD EPYC 9T95 192-Core",32,64,3.7,5000000,16384000,""
"德国 (法兰克福)","linux","ecs.c9i.8xlarge","9.2568","5327.45","9.2568","5327.45","48586.33","1491.69","6664.90","92058.3","102287.0","x86","Intel(R) Xeon(R) 6982P-C",32,64,3.6,6000000,20480000,""
"德国 (法兰克福)","linux","ecs.hfc9i.8xlarge","10.5752","6086.23","10.5752","6086.23","55506.41","1704.14","7614.14","105170.04","116855.59","x86","Intel(R) Xeon(R) 6982P-C",32,64,3.8,6000000,20480000,""
"德国 (法兰克福)","linux","ecs.c9a.8xlarge","8.8868","4903.93","8.8868","4903.93","44723.89","1373.1","6398.50","84740.0","94155.55","x86","AMD EPYC 9T25 128-Core",32,64,4.1,4000000,16384000,""
"德国 (法兰克福)","linux","ecs.g9a.8xlarge","10.6665","5891.14","10.6665","5891.14","53727.22","1649.52","7679.88","101798.95","113109.94","x86","AMD EPYC 9T25 128-Core",32,128,4.1,4000000,16384000,""
"德国 (法兰克福)","linux","ecs.hfg9i.8xlarge","12.6417","7281.6","12.6417","7281.6","66408.17","2038.85","9102.02","125826.0","139806.67","x86","Intel(R) Xeon(R) 6982P-C",32,128,3.8,6000000,20480000,""
"德国 (法兰克福)","linux","ecs.g9ae.8xlarge","13.0132","6940.36","13.0132","6940.36","63296.13","1943.3","9369.50","119929.5","133255.0","x86","AMD EPYC 9T95 192-Core",32,128,3.7,5000000,16384000,""
"德国 (法兰克福)","linux","ecs.g9i.8xlarge","11.0656","6373.79","11.0656","6373.79","58128.93","1784.66","7967.23","110139.01","122376.68","x86","Intel(R) Xeon(R) 6982P-C",32,128,3.6,6000000,20480000,""
"德国 (法兰克福)","linux","ecs.hfr9i.8xlarge","16.653","9501.91","16.653","9501.91","86657.4","2660.53","11990.16","164192.96","182436.62","x86","Intel(R) Xeon(R) 6982P-C",32,256,3.8,6000000,20480000,""
"德国 (法兰克福)","linux","ecs.i5.8xlarge","22.3711","10745.06","22.3711","10745.06","128940.72","3008.62","16107.19","386822.16","644703.6","x86","Intel(R) Xeon(R) 6982P-C",32,256,3.8,14000000,81920000,""
"德国 (法兰克福)","linux","ecs.r9ae.8xlarge","16.9299","9029.29","16.9299","9029.29","82347.09","2528.2","12189.53","156026.06","173362.28","x86","AMD EPYC 9T95 192-Core",32,256,3.7,5000000,16384000,""
"德国 (法兰克福)","linux","ecs.i5e.8xlarge","23.4136","11239.42","23.4136","11239.42","134873.04","3147.04","16857.79","404619.12","674365.2","x86","Intel(R) Xeon(R) 6763P-C",32,256,3.6,14000000,81920000,""
"德国 (法兰克福)","linux","ecs.r9i.8xlarge","14.5768","8317.29","14.5768","8317.29","75853.67","2328.84","10495.30","143722.74","159691.93","x86","Intel(R) Xeon(R) 6982P-C",32,256,3.6,6000000,20480000,""
"德国 (法兰克福)","linux","ecs.r9a.8xlarge","15.9592","7658.22","15.9592","7658.22","69842.95","2144.3","11490.62","132334.01","147037.79","x86","AMD EPYC 9T25 128-Core",32,256,4.1,4000000,16384000,""
"德国 (法兰克福)","linux","ecs.hfc9i.12xlarge","15.8628","9129.34","15.8628","9129.34","83259.61","2556.22","11421.22","157755.05","175283.39","x86","Intel(R) Xeon(R) 6982P-C",48,96,3.8,9000000,25600000,""
"德国 (法兰克福)","linux","ecs.c9ae.12xlarge","16.2629","8673.56","16.2629","8673.56","79102.9","2428.6","11709.29","149879.18","166532.42","x86","AMD EPYC 9T95 192-Core",48,96,3.7,7500000,25600000,""
"德国 (法兰克福)","linux","ecs.c9i.12xlarge","13.8852","7991.17","13.8852","7991.17","72879.49","2237.53","9997.34","138087.45","153430.5","x86","Intel(R) Xeon(R) 6982P-C",48,96,3.6,9000000,25600000,""
"德国 (法兰克福)","linux","ecs.g9i.12xlarge","16.5984","9560.68","16.5984","9560.68","87193.39","2676.99","11950.85","165208.52","183565.02","x86","Intel(R) Xeon(R) 6982P-C",48,192,3.6,9000000,25600000,""
"德国 (法兰克福)","linux","ecs.hfg9i.12xlarge","18.9625","10922.4","18.9625","10922.4","99612.25","3058.27","13653.00","188739.0","209710.0","x86","Intel(R) Xeon(R) 6982P-C",48,192,3.8,9000000,25600000,""
"德国 (法兰克福)","linux","ecs.g9ae.12xlarge","19.5198","10410.55","19.5198","10410.55","94944.19","2914.95","14054.26","179894.25","199882.5","x86","AMD EPYC 9T95 192-Core",48,192,3.7,7500000,25600000,""
"德国 (法兰克福)","linux","ecs.hfr9i.12xlarge","24.9794","14252.86","24.9794","14252.86","129986.09","3990.8","17985.17","246289.44","273654.93","x86","Intel(R) Xeon(R) 6982P-C",48,384,3.8,9000000,25600000,""
"德国 (法兰克福)","linux","ecs.i5.12xlarge","33.5567","16117.59","33.5567","16117.59","193411.08","4512.93","24160.82","580233.24","967055.4","x86","Intel(R) Xeon(R) 6982P-C",48,384,3.8,20000000,122880000,""
"德国 (法兰克福)","linux","ecs.r9ae.12xlarge","25.3949","13543.93","25.3949","13543.93","123520.63","3792.3","18284.33","234039.09","260043.43","x86","AMD EPYC 9T95 192-Core",48,384,3.7,7500000,25600000,""
"德国 (法兰克福)","linux","ecs.r9i.12xlarge","21.8652","12475.93","21.8652","12475.93","113780.5","3493.26","15742.94","215584.1","239537.89","x86","Intel(R) Xeon(R) 6982P-C",48,384,3.6,9000000,25600000,""
"德国 (法兰克福)","linux","ecs.c9ae.16xlarge","21.6839","11564.75","21.6839","11564.75","105470.54","3238.13","15612.41","199838.9","222043.23","x86","AMD EPYC 9T95 192-Core",64,128,3.7,10000000,32768000,""
"德国 (法兰克福)","linux","ecs.c9a.16xlarge","17.7737","9807.87","17.7737","9807.87","89447.77","2746.2","12797.06","169479.99","188311.1","x86","AMD EPYC 9T25 128-Core",64,128,4.1,7500000,32768000,""
"德国 (法兰克福)","linux","ecs.c9i.16xlarge","18.5136","10654.9","18.5136","10654.9","97172.65","2983.37","13329.79","184116.6","204574.0","x86","Intel(R) Xeon(R) 6982P-C",64,128,3.6,12000000,28672000,""
"德国 (法兰克福)","linux","ecs.hfc9i.16xlarge","21.1505","12172.46","21.1505","12172.46","111012.81","3408.29","15228.36","210340.07","233711.19","x86","Intel(R) Xeon(R) 6982P-C",64,128,3.8,12000000,36864000,""
"德国 (法兰克福)","linux","ecs.hfg9i.16xlarge","25.2833","14563.19","25.2833","14563.19","132816.33","4077.69","18203.98","251652.0","279613.33","x86","Intel(R) Xeon(R) 6982P-C",64,256,3.8,12000000,36864000,""
"德国 (法兰克福)","linux","ecs.g9ae.16xlarge","26.0264","13880.73","26.0264","13880.73","126592.25","3886.6","18739.01","239859.0","266510.0","x86","AMD EPYC 9T95 192-Core",64,256,3.7,10000000,32768000,""
"德国 (法兰克福)","linux","ecs.g9i.16xlarge","22.1312","12747.57","22.1312","12747.57","116257.85","3569.32","15934.46","220278.03","244753.37","x86","Intel(R) Xeon(R) 6982P-C",64,256,3.6,12000000,28672000,""
"德国 (法兰克福)","linux","ecs.g9a.16xlarge","21.3331","11782.29","21.3331","11782.29","107454.45","3299.04","15359.83","203597.89","226219.88","x86","AMD EPYC 9T25 128-Core",64,256,4.1,7500000,32768000,""
"德国 (法兰克福)","linux","ecs.r9i.16xlarge","29.1536","16634.58","29.1536","16634.58","151707.33","4657.68","20990.59","287445.48","319383.86","x86","Intel(R) Xeon(R) 6982P-C",64,512,3.6,12000000,28672000,""
"德国 (法兰克福)","linux","ecs.r9ae.16xlarge","33.8598","18058.57","33.8598","18058.57","164694.17","5056.4","24379.06","312052.11","346724.57","x86","AMD EPYC 9T95 192-Core",64,512,3.7,10000000,32768000,""
"德国 (法兰克福)","linux","ecs.hfr9i.16xlarge","33.3059","19003.81","33.3059","19003.81","173314.79","5321.07","23980.25","328385.92","364873.24","x86","Intel(R) Xeon(R) 6982P-C",64,512,3.8,12000000,36864000,""
"德国 (法兰克福)","linux","ecs.i5.16xlarge","44.7423","21490.12","44.7423","21490.12","257881.44","6017.23","32214.46","773644.32","1289407.2","x86","Intel(R) Xeon(R) 6982P-C",64,512,3.8,27000000,163840000,""
"德国 (法兰克福)","linux","ecs.i5e.16xlarge","46.8273","22478.84","46.8273","22478.84","269746.08","6294.08","33715.66","809238.24","1348730.4","x86","Intel(R) Xeon(R) 6763P-C",64,512,3.6,25000000,163840000,""
"德国 (法兰克福)","linux","ecs.hfc9i.24xlarge","31.7257","18258.69","31.7257","18258.69","166519.22","5112.43","22842.50","315510.1","350566.78","x86","Intel(R) Xeon(R) 6982P-C",96,192,3.8,16000000,49152000,""
"德国 (法兰克福)","linux","ecs.c9i.24xlarge","27.7704","15982.34","27.7704","15982.34","145758.98","4475.06","19994.69","276174.9","306861.0","x86","Intel(R) Xeon(R) 6982P-C",96,192,3.6,18000000,32768000,""
"德国 (法兰克福)","linux","ecs.c9ae.24xlarge","32.5259","17347.13","32.5259","17347.13","158205.8","4857.2","23418.65","299758.36","333064.84","x86","AMD EPYC 9T95 192-Core",96,192,3.7,15000000,51200000,""
"德国 (法兰克福)","linux","ecs.hfg9i.24xlarge","37.925","21844.79","37.925","21844.79","199224.5","6116.54","27306.00","377478.0","419419.99","x86","Intel(R) Xeon(R) 6982P-C",96,384,3.8,16000000,49152000,""
"德国 (法兰克福)","linux","ecs.g9ae.24xlarge","39.0396","20821.09","39.0396","20821.09","189888.38","5829.91","28108.51","359788.5","399765.0","x86","AMD EPYC 9T95 192-Core",96,384,3.7,15000000,51200000,""
"德国 (法兰克福)","linux","ecs.g9i.24xlarge","33.1968","19121.36","33.1968","19121.36","174386.77","5353.98","23901.70","330417.04","367130.05","x86","Intel(R) Xeon(R) 6982P-C",96,384,3.6,18000000,32768000,""
"德国 (法兰克福)","linux","ecs.g9a.24xlarge","31.9996","17673.43","31.9996","17673.43","161181.67","4948.56","23039.71","305396.84","339329.82","x86","AMD EPYC 9T25 128-Core",96,384,4.1,10000000,49152000,""
"德国 (法兰克福)","linux","ecs.r9i.24xlarge","43.7304","24951.86","43.7304","24951.86","227561.0","6986.52","31485.89","431168.21","479075.79","x86","Intel(R) Xeon(R) 6982P-C",96,768,3.6,18000000,32768000,""
"德国 (法兰克福)","linux","ecs.r9ae.24xlarge","50.7897","27087.86","50.7897","27087.86","247041.26","7584.6","36568.58","468078.17","520086.86","x86","AMD EPYC 9T95 192-Core",96,768,3.7,15000000,51200000,""
"德国 (法兰克福)","linux","ecs.hfr9i.24xlarge","49.9589","28505.72","49.9589","28505.72","259972.19","7981.6","35970.41","492578.88","547309.87","x86","Intel(R) Xeon(R) 6982P-C",96,768,3.8,16000000,49152000,""
"德国 (法兰克福)","linux","ecs.c9ae.32xlarge","43.3678","23129.5","43.3678","23129.5","210941.07","6476.26","31224.82","399677.81","444086.46","x86","AMD EPYC 9T95 192-Core",128,256,3.7,20000000,65536000,""
"德国 (法兰克福)","linux","ecs.c9i.32xlarge","37.0272","21309.79","37.0272","21309.79","194345.3","5966.74","26659.58","368233.2","409148.01","x86","Intel(R) Xeon(R) 6982P-C",128,256,3.6,20000000,36864000,""
"德国 (法兰克福)","linux","ecs.g9ae.32xlarge","52.0527","27761.46","52.0527","27761.46","253184.5","7773.21","37477.94","479718.0","533020.0","x86","AMD EPYC 9T95 192-Core",128,512,3.7,20000000,65536000,""
"德国 (法兰克福)","linux","ecs.g9i.32xlarge","44.2624","25495.14","44.2624","25495.14","232515.7","7138.64","31868.93","440556.06","489506.73","x86","Intel(R) Xeon(R) 6982P-C",128,512,3.6,20000000,36864000,""
"德国 (法兰克福)","linux","ecs.g9a.32xlarge","42.6662","23564.57","42.6662","23564.57","214908.89","6598.08","30719.66","407195.78","452439.76","x86","AMD EPYC 9T25 128-Core",128,512,4.1,15000000,65536000,""
"德国 (法兰克福)","linux","ecs.r9ae.32xlarge","67.7196","36117.14","67.7196","36117.14","329388.34","10112.8","48758.11","624104.23","693449.14","x86","AMD EPYC 9T95 192-Core",128,1024,3.7,20000000,65536000,""
"德国 (法兰克福)","linux","ecs.r9i.32xlarge","58.3072","33269.15","58.3072","33269.15","303414.66","9315.36","41981.18","574890.95","638767.72","x86","Intel(R) Xeon(R) 6982P-C",128,1024,3.6,20000000,36864000,""
"德国 (法兰克福)","linux","ecs.i5e.32xlarge","93.6545","44957.68","93.6545","44957.68","539492.16","12588.15","67431.24","1618476.48","2697460.8","x86","Intel(R) Xeon(R) 6763P-C",128,1024,3.6,50000000,327680000,""
"德国 (法兰克福)","linux","ecs.hfc9i.36xlarge","60.5731","34857.49","60.5731","34857.49","317900.33","9760.1","43612.63","602337.47","669263.85","x86","Intel(R) Xeon(R) 6982P-C",144,384,3.8,20000000,65536000,""
"德国 (法兰克福)","linux","ecs.hfg9i.36xlarge","72.4022","41703.68","72.4022","41703.68","380337.55","11677.03","52129.58","720639.58","800710.64","x86","Intel(R) Xeon(R) 6982P-C",144,768,3.8,20000000,65536000,""
"德国 (法兰克福)","linux","ecs.hfr9i.36xlarge","95.376","54420.02","95.376","54420.02","496310.54","15237.6","68670.72","940377.86","1044864.29","x86","Intel(R) Xeon(R) 6982P-C",144,1536,3.8,20000000,65536000,""
"德国 (法兰克福)","linux","ecs.c9ae.48xlarge","65.0517","34694.25","65.0517","34694.25","316411.61","9714.39","46837.22","599516.72","666129.69","x86","AMD EPYC 9T95 192-Core",192,384,3.7,30000000,102400000,""
"德国 (法兰克福)","linux","ecs.c9i.48xlarge","58.3235","33562.92","58.3235","33562.92","306093.85","9397.62","41992.92","579967.3","644408.11","x86","Intel(R) Xeon(R) 6982P-C",192,384,3.6,24000000,65536000,""
"德国 (法兰克福)","linux","ecs.g9a.48xlarge","63.9993","35346.86","63.9993","35346.86","322363.33","9897.12","46079.50","610793.68","678659.64","x86","AMD EPYC 9T25 128-Core",192,768,4.1,20000000,98304000,""
"德国 (法兰克福)","linux","ecs.g9ae.48xlarge","78.0791","41642.19","78.0791","41642.19","379776.75","11659.81","56216.95","719577.0","799530.01","x86","AMD EPYC 9T95 192-Core",192,768,3.7,30000000,102400000,""
"德国 (法兰克福)","linux","ecs.g9i.48xlarge","69.7133","40154.85","69.7133","40154.85","366212.22","11243.36","50193.58","693875.79","770973.11","x86","Intel(R) Xeon(R) 6982P-C",192,768,3.6,24000000,65536000,""
"德国 (法兰克福)","linux","ecs.r9ae.48xlarge","101.5795","54175.71","101.5795","54175.71","494082.51","15169.2","73137.24","936156.34","1040173.72","x86","AMD EPYC 9T95 192-Core",192,1536,3.7,30000000,102400000,""
"德国 (法兰克福)","linux","ecs.r9i.48xlarge","91.8338","52398.91","91.8338","52398.91","477878.1","14671.7","66120.34","905453.24","1006059.16","x86","Intel(R) Xeon(R) 6982P-C",192,1536,3.6,24000000,65536000,""
"德国 (法兰克福)","linux","ecs.ebmr9ae.48xlarge","101.5795","54175.71","101.5795","54175.71","494082.51","15169.2","73137.24","936156.34","1040173.72","ebm","AMD EPYC 9T95 192-Core",192,1536,3.7,30000000,102400000,""
"德国 (法兰克福)","linux","ecs.ebmgn9ge.64xlarge","463.9583","222700.0","463.9583","222700.0","2672400.0","62356.0","334049.98","8017200.0","13362000.0","gpu","AMD EPYC 9A75",256,2304,5,30000000,389120000,"8  * L20N 72G"
"德国 (法兰克福)","linux","ecs.e-c4m1.large","0.0312","14.42","0.0312","14.42","147.12","4.04","22.46","285.59","328.86","x86","Intel(R) Xeon(R) Platinum",2,0.5,0,400000,204800,""
"德国 (法兰克福)","linux","ecs.t6-c4m1.large","0.05","18.88","0.0465","18.88","192.58","5.29","33.48","373.82","430.46","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,0.5,3.2,40000,81920,""
"德国 (法兰克福)","linux","ecs.e-c2m1.large","0.0624","28.85","0.0624","28.85","294.24","8.08","44.93","571.18","657.72","x86","Intel(R) Xeon(R) Platinum",2,1,0,400000,204800,""
"德国 (法兰克福)","linux","ecs.t6-c2m1.large","0.08","38.17","0.0744","38.17","389.33","10.69","53.57","755.77","870.28","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,1,3.2,60000,81920,""
"德国 (法兰克福)","linux","ecs.e-c1m1.large","0.1123","51.98","0.1123","51.98","530.17","14.55","80.86","1029.15","1185.09","x86","Intel(R) Xeon(R) Platinum",2,2,0,400000,204800,""
"德国 (法兰克福)","linux","ecs.t6-c1m1.large","0.15","75.86","0.1395","75.86","773.77","21.24","100.44","1502.03","1729.61","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,2,3.2,100000,81920,""
"德国 (法兰克福)","linux","ecs.c6e.large","0.63","318.45","0.5607","318.45","2675.01","89.17","403.70","5158.96","7260.76","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,4,3.2,900000,1228800,""
"德国 (法兰克福)","linux","ecs.c6r.large","0.4658","222.67","0.37264","222.67","1870.39","62.35","268.30","4408.79","5076.78","arm","Ampere Altra / AltraMax",2,4,0,900000,1024000,""
"德国 (法兰克福)","linux","ecs.e-c1m2.large","0.2246","103.96","0.2246","103.96","1060.34","29.11","161.71","2058.31","2370.18","x86","Intel(R) Xeon(R) Platinum",2,4,0,200000,204800,""
"德国 (法兰克福)","linux","ecs.c6.large","0.6","303.29","0.534","303.29","2547.64","84.92","384.48","4913.3","6915.01","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,4,3.2,300000,1024000,""
"德国 (法兰克福)","linux","ecs.t6-c1m2.large","0.29","151.64","0.2697","151.64","1546.73","42.46","194.18","3002.47","3457.39","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,4,3.2,100000,81920,""
"德国 (法兰克福)","linux","ecs.hfc6.large","0.69","348.77","0.6141","348.77","2929.67","97.66","442.15","5650.07","6277.86","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,4,3.5,300000,1024000,""
"德国 (法兰克福)","linux","ecs.g6r.large","0.681169","326.96","0.544935","326.96","2746.47","91.55","392.35","5296.77","7454.71","arm","Ampere Altra / AltraMax",2,8,0,900000,1024000,""
"德国 (法兰克福)","linux","ecs.e-c1m4.large","0.4992","230.95","0.4992","230.95","2355.72","64.67","359.42","4572.88","5265.74","x86","Intel(R) Xeon(R) Platinum",2,8,0,200000,409600,""
"德国 (法兰克福)","linux","ecs.g6.large","0.78","404.36","0.6942","404.36","3396.62","113.22","499.82","6550.63","7278.48","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,8,3.2,300000,1024000,""
"德国 (法兰克福)","linux","ecs.g6e.large","0.858","444.8","0.76362","444.8","3736.28","124.54","549.81","7205.7","8006.33","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,8,3.2,900000,1228800,""
"德国 (法兰克福)","linux","ecs.t6-c1m4.large","0.58","303.36","0.5394","303.36","3094.27","84.94","388.37","6006.53","6916.61","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,8,3.2,100000,81920,""
"德国 (法兰克福)","linux","ecs.hfg6.large","0.86","444.83","0.7654","444.83","3736.57","124.55","551.09","7206.25","8006.94","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,8,3.5,300000,1024000,""
"德国 (法兰克福)","linux","ecs.r6e.large","1.122","520.81","0.99858","520.81","4374.77","145.83","718.98","8437.06","9374.51","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,16,3.2,900000,1228800,""
"德国 (法兰克福)","linux","ecs.r6.large","1.02","473.46","0.9078","473.46","3977.06","132.57","653.62","7670.05","8522.28","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,16,3.2,300000,1024000,""
"德国 (法兰克福)","linux","ecs.hfr6.large","1.13","520.76","1.0057","520.76","4374.38","145.81","724.10","8436.31","9373.68","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",2,16,3.5,300000,1024000,""
"德国 (法兰克福)","linux","ecs.c6.xlarge","1.2","606.58","1.068","606.58","5095.27","169.84","768.96","9826.6","10918.44","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",4,8,3.2,500000,1536000,""
"德国 (法兰克福)","linux","ecs.c6e.xlarge","1.26","636.91","1.1214","636.91","5350.04","178.33","807.41","10317.92","11464.36","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",4,8,3.2,1000000,2048000,""
"德国 (法兰克福)","linux","ecs.c6r.xlarge","0.9316","445.33","0.74528","445.33","3740.79","124.69","536.60","7214.38","8015.98","arm","Ampere Altra / AltraMax",4,8,0,1000000,1024000,""
"德国 (法兰克福)","linux","ecs.e-c1m2.xlarge","0.6689","309.79","0.6689","309.79","3159.85","86.74","481.61","6133.83","7063.19","x86","Intel(R) Xeon(R) Platinum",4,8,0,300000,409600,""
"德国 (法兰克福)","linux","ecs.hfc6.xlarge","1.38","697.54","1.2282","697.54","5859.34","195.31","884.30","11300.15","12555.72","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",4,8,3.5,500000,1536000,""
"德国 (法兰克福)","linux","ecs.e-c1m4.xlarge","0.9984","462.37","0.9984","462.37","4716.19","129.46","718.85","9154.96","10542.08","x86","Intel(R) Xeon(R) Platinum",4,16,0,300000,819200,""
"德国 (法兰克福)","linux","ecs.g6.xlarge","1.56","808.72","1.3884","808.72","6793.25","226.44","999.65","13101.26","14556.96","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",4,16,3.2,500000,1536000,""
"德国 (法兰克福)","linux","ecs.g6e.xlarge","1.716","889.59","1.52724","889.59","7472.57","249.09","1099.61","14411.39","16012.66","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",4,16,3.2,1000000,2048000,""
"德国 (法兰克福)","linux","ecs.g6r.xlarge","1.362338","653.92","1.08987","653.92","5492.94","183.1","784.71","10593.54","11770.6","arm","Ampere Altra / AltraMax",4,16,0,1000000,1024000,""
"德国 (法兰克福)","linux","ecs.t6-c1m4.xlarge","1.16","607.13","1.0788","607.13","6192.73","170.0","776.74","12021.17","13842.56","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",4,16,3.2,200000,163840,""
"德国 (法兰克福)","linux","ecs.hfg6.xlarge","1.72","889.66","1.5308","889.66","7473.14","249.1","1102.18","14412.49","16013.88","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",4,16,3.5,500000,1536000,""
"德国 (法兰克福)","linux","ecs.r6.xlarge","2.04","946.92","1.8156","946.92","7954.13","265.14","1307.23","15340.1","17044.56","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",4,32,3.2,500000,1536000,""
"德国 (法兰克福)","linux","ecs.r6e.xlarge","2.244","1041.61","1.99716","1041.61","8749.54","291.65","1437.96","16874.11","18749.02","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",4,32,3.2,1000000,2048000,""
"德国 (法兰克福)","linux","ecs.i3.xlarge","2.592","1242.76","2.0736","1242.76","10439.18","347.97","1492.99","20132.71","22369.68","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",4,32,3.2,1000000,2048000,""
"德国 (法兰克福)","linux","ecs.hfr6.xlarge","2.26","1041.52","2.0114","1041.52","8748.77","291.63","1448.21","16872.62","18747.36","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",4,32,3.5,500000,1536000,""
"德国 (法兰克福)","linux","ecs.c6r.2xlarge","1.8573","890.67","1.48584","890.67","7481.65","249.39","1069.80","14428.89","16032.1","arm","Ampere Altra / AltraMax",8,16,0,1600000,2048000,"1  * 0"
"德国 (法兰克福)","linux","ecs.c6.2xlarge","2.4","1213.16","2.136","1213.16","10190.54","339.68","1537.92","19653.19","21836.88","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",8,16,3.2,800000,2560000,""
"德国 (法兰克福)","linux","ecs.e-c1m2.2xlarge","1.3378","619.27","1.3378","619.27","6316.52","173.39","963.22","12261.48","14119.28","x86","Intel(R) Xeon(R) Platinum",8,16,0,600000,819200,""
"德国 (法兰克福)","linux","ecs.c6e.2xlarge","2.52","1273.82","2.2428","1273.82","10700.07","356.67","1614.82","20635.85","22928.72","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",8,16,3.2,1600000,3072000,"1  * 0"
"德国 (法兰克福)","linux","ecs.hfc6.2xlarge","2.76","1395.08","2.4564","1395.08","11718.67","390.62","1768.61","22600.3","25111.44","x86","Intel Xeon (Cascade Lake) Platinum 8269CY",8,16,3.5,800000,2560000,""
